,doi,title,journal,year,vol,issue,document_type,authors,url,keywords,authors_l,title_l,journal_l,keywords_l
72,10.1017/ice.2019.231,"Using social media to disseminate research in infection prevention, hospital epidemiology, and antimicrobial stewardship",Infection Control and Hospital Epidemiology,2019,40,11,Article,"Cawcutt, Kelly A.; Marcelin, Jasmine R.; Silver, Julie K.",https://app.dimensions.ai/details/publication/pub.1120640292,1117 Public Health and Health Services; 11 Medical and Health Sciences,"kelly a. cawcutt, jasmine r. marcelin, julie k. silver",using social media to disseminate research in infection prevention hospital epidemiology and antimicrobial stewardship,infection control and hospital epidemiology,"11 medical and health sciences, 1117 public health and health services"
73,10.1097/gox.0000000000002288,Are We Witnessing a Paradigm Shift?: A Systematic Review of Social Media in Residency.,Plastic & Reconstructive Surgery Global Open,2019,7,8,Article,"Economides, James M; Choi, Youna K; Fan, Kenneth L; Kanuri, Arjun P; Song, David H",https://app.dimensions.ai/details/publication/pub.1120417570,1608 Sociology; 16 Studies in Human Society,"james m economides, youna k choi, kenneth l fan, arjun p kanuri, david h song",are we witnessing a paradigm shift a systematic review of social media in residency,plastic reconstructive surgery global open,"16 studies in human society, 1608 sociology"
74,10.1016/j.euf.2019.07.008,How to Use Social Media in Urologic Practice,European Urology Focus,2019,0,0,Article,"Shah, Anup A.; Davies, Benjamin J.",https://app.dimensions.ai/details/publication/pub.1120394597,,"anup a. shah, benjamin j. davies",how to use social media in urologic practice,european urology focus,
76,10.1016/j.jtcvs.2019.06.099,The Thoracic Surgery Social Media Network: Early experience and lessons learned,Journal of Thoracic and Cardiovascular Surgery,2019,158,4,Article,"Luc, Jessica G.Y.; Ouzounian, Maral; Bender, Edward M.; Blitz, Arie; Stamp, Nikki L.; Varghese, Thomas K.; Cooke, David T.; Antonoff, Mara B.",https://app.dimensions.ai/details/publication/pub.1120335327,1102 Cardiorespiratory Medicine and Haematology; 11 Medical and Health Sciences; 1103 Clinical Sciences,"jessica g.y. luc, maral ouzounian, edward m. bender, arie blitz, nikki l. stamp, thomas k. varghese, david t. cooke, mara b. antonoff",the thoracic surgery social media network early experience and lessons learned,journal of thoracic and cardiovascular surgery,"11 medical and health sciences, 1102 cardiorespiratory medicine and haematology, 1103 clinical sciences"
78,10.1080/02763869.2019.1623618,Research Impact Core: A Research Impact Initiative at the University of Michigan,Medical Reference Services Quarterly,2019,38,3,Article,"Nix, A. Tyler; Smith, Judith E.",https://app.dimensions.ai/details/publication/pub.1120131539,08 Information and Computing Sciences; 0807 Library and Information Studies,"a. tyler nix, judith e. smith",research impact core a research impact initiative at the university of michigan,medical reference services quarterly,"08 information and computing sciences, 0807 library and information studies"
79,10.1136/bmjopen-2019-029433,Top-cited articles in medical professionalism: a bibliometric analysis versus altmetric scores,BMJ Open,2019,9,7,Article,"Azer, Samy A; Azer, Sarah",https://app.dimensions.ai/details/publication/pub.1120037238,1103 Clinical Sciences; 1117 Public Health and Health Services; 11 Medical and Health Sciences; 1199 Other Medical and Health Sciences,"samy a azer, sarah azer",top cited articles in medical professionalism a bibliometric analysis versus altmetric scores,bmj open,"11 medical and health sciences, 1103 clinical sciences, 1117 public health and health services, 1199 other medical and health sciences"
80,10.1016/j.clinimag.2019.07.011,Embracing social media in the era of work-life integration,Clinical Imaging,2019,58,0,Article,"Tso, Hilda H.; Parikh, Jay R.",https://app.dimensions.ai/details/publication/pub.1119959290,11 Medical and Health Sciences; 1103 Clinical Sciences,"hilda h. tso, jay r. parikh",embracing social media in the era of work life integration,clinical imaging,"11 medical and health sciences, 1103 clinical sciences"
81,10.1016/j.heliyon.2019.e02089,Comparing the topological rank of journals in Web of Science and Mendeley,Heliyon,2019,5,7,Article,"Katchanov, Yurij L.; Markova, Yulia V.; Shmatko, Natalia A.",https://app.dimensions.ai/details/publication/pub.1119944937,08 Information and Computing Sciences; 0806 Information Systems,"yurij l. katchanov, yulia v. markova, natalia a. shmatko",comparing the topological rank of journals in web of science and mendeley,heliyon,"08 information and computing sciences, 0806 information systems"
82,10.4103/ijpvm.ijpvm_134_19,Altmetric Analysis of Contemporary Iranian Medical Journals.,International Journal of Preventive Medicine,2019,10,1,Article,"Kolahi, Jafar; Khazaei, Saber; Bidram, Elham; Kelishadi, Roya",https://app.dimensions.ai/details/publication/pub.1119944581,11 Medical and Health Sciences,"jafar kolahi, saber khazaei, elham bidram, roya kelishadi",altmetric analysis of contemporary iranian medical journals,international journal of preventive medicine,11 medical and health sciences
83,10.1016/j.psc.2019.05.004,Social Media Skills for Professional Development in Psychiatry and Medicine,Psychiatric Clinics of North America,2019,42,3,Article,"Liu, Howard Y; Beresin, Eugene V; Chisolm, Margaret S",https://app.dimensions.ai/details/publication/pub.1119912954,17 Psychology and Cognitive Sciences; 11 Medical and Health Sciences,"howard y liu, eugene v beresin, margaret s chisolm",social media skills for professional development in psychiatry and medicine,psychiatric clinics of north america,"11 medical and health sciences, 17 psychology and cognitive sciences"
84,10.1186/s41747-019-0106-5,The future of radiology is now: the first 100 articles published in European Radiology Experimental,European Radiology Experimental,2019,3,1,Article,"Sardanelli, Francesco",https://app.dimensions.ai/details/publication/pub.1119865094,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,francesco sardanelli,the future of radiology is now the first 100 articles published in european radiology experimental,european radiology experimental,"08 information and computing sciences, 0801 artificial intelligence and image processing"
85,10.1177/0306312719864164,Filling in the gaps: The interpretation of curricula vitae in peer review,Social Studies of Science,2019,49,6,Article,"Kaltenbrunner, Wolfgang; de Rijcke, Sarah",https://app.dimensions.ai/details/publication/pub.1119824220,22 Philosophy and Religious Studies; 2202 History and Philosophy of Specific Fields,"wolfgang kaltenbrunner, sarah de rijcke",filling in the gaps the interpretation of curricula vitae in peer review,social studies of science,"22 philosophy and religious studies, 2202 history and philosophy of specific fields"
86,10.1186/s12938-019-0702-x,What the future holds for Biomedical Engineering Online?,BioMedical Engineering OnLine,2019,18,1,Article,"Sejdić, Ervin; Su, Fong-Chin",https://app.dimensions.ai/details/publication/pub.1119810412,09 Engineering; 0903 Biomedical Engineering,"ervin sejdic, fong-chin su",what the future holds for biomedical engineering online,biomedical engineering online,"09 engineering, 0903 biomedical engineering"
87,10.1002/hbm.24722,Evaluation of the spatial variability in the major resting‐state networks across human brain functional atlases,Human Brain Mapping,2019,40,15,Article,"Doucet, Gaelle E.; Lee, Won Hee; Frangou, Sophia",https://app.dimensions.ai/details/publication/pub.1118091107,1109 Neurosciences; 11 Medical and Health Sciences,"gaelle e. doucet, won hee lee, sophia frangou",evaluation of the spatial variability in the major restingstate networks across human brain functional atlases,human brain mapping,"11 medical and health sciences, 1109 neurosciences"
88,10.1016/j.ypmed.2019.105781,Bridging the epidemiology-policy divide: A consequential and evidence-based framework to optimize population health,Preventive Medicine,2019,129,0,Article,"Kim, Daniel",https://app.dimensions.ai/details/publication/pub.1118090624,1117 Public Health and Health Services; 11 Medical and Health Sciences,daniel kim,bridging the epidemiology policy divide a consequential and evidence based framework to optimize population health,preventive medicine,"11 medical and health sciences, 1117 public health and health services"
89,10.1186/s41073-019-0073-7,"Professional medical writing support and the quality, ethics and timeliness of clinical trial reporting: a systematic review",Research Integrity and Peer Review,2019,4,1,Article,"Evuarherhe, Obaro; Gattrell, William; White, Richard; Winchester, Christopher C.",https://app.dimensions.ai/details/publication/pub.1117921109,1117 Public Health and Health Services; 11 Medical and Health Sciences,"obaro evuarherhe, william gattrell, richard white, christopher c. winchester",professional medical writing support and the quality ethics and timeliness of clinical trial reporting a systematic review,research integrity and peer review,"11 medical and health sciences, 1117 public health and health services"
90,10.1002/sctm.19-0066,Science and Social Media,Stem Cells Translational Medicine,2019,8,12,Article,"Regenberg, Alan",https://app.dimensions.ai/details/publication/pub.1117825995,10 Technology; 11 Medical and Health Sciences; 1103 Clinical Sciences; 1004 Medical Biotechnology; 0601 Biochemistry and Cell Biology; 06 Biological Sciences,alan regenberg,science and social media,stem cells translational medicine,"06 biological sciences, 0601 biochemistry and cell biology, 10 technology, 1004 medical biotechnology, 11 medical and health sciences, 1103 clinical sciences"
91,10.1080/10376178.2019.1641419,Rise of the e-Nurse: the power of social media in nursing,Contemporary Nurse,2019,55,2-3,Article,"Ross, Paul; Cross, Rachel",https://app.dimensions.ai/details/publication/pub.1117800264,1110 Nursing; 11 Medical and Health Sciences,"paul ross, rachel cross",rise of the e nurse the power of social media in nursing,contemporary nurse,"11 medical and health sciences, 1110 nursing"
92,10.3346/jkms.2019.34.e184,Comprehensive Approach to Open Access Publishing: Platforms and Tools,Journal of Korean Medical Science,2019,34,27,Article,"Gasparyan, Armen Yuri; Yessirkepov, Marlen; Voronov, Alexander A.; Koroleva, Anna M.; Kitas, George D.",https://app.dimensions.ai/details/publication/pub.1117688669,08 Information and Computing Sciences; 0806 Information Systems,"armen yuri gasparyan, marlen yessirkepov, alexander a. voronov, anna m. koroleva, george d. kitas",comprehensive approach to open access publishing platforms and tools,journal of korean medical science,"08 information and computing sciences, 0806 information systems"
93,10.1111/inm.12600,Share or perish: Social media and the International Journal of Mental Health Nursing,International Journal of Mental Health Nursing,2019,28,4,Article,"McNamara, Paul; Usher, Kim",https://app.dimensions.ai/details/publication/pub.1117653147,1117 Public Health and Health Services; 11 Medical and Health Sciences,"paul mcnamara, kim usher",share or perish social media and the international journal of mental health nursing,international journal of mental health nursing,"11 medical and health sciences, 1117 public health and health services"
94,10.5195/jmla.2019.595,Alignment of library services with the research lifecycle,Journal of the Medical Library Association,2019,107,3,Article,"Ragon, Bart",https://app.dimensions.ai/details/publication/pub.1117649289,08 Information and Computing Sciences; 0807 Library and Information Studies,bart ragon,alignment of library services with the research lifecycle,journal of the medical library association,"08 information and computing sciences, 0807 library and information studies"
95,10.5195/jmla.2019.524,The complex nature of research dissemination practices among public health faculty researchers,Journal of the Medical Library Association,2019,107,3,Article,"Hanneke, Rosie; Link, Jeanne M",https://app.dimensions.ai/details/publication/pub.1117649279,08 Information and Computing Sciences; 0807 Library and Information Studies,"rosie hanneke, jeanne m link",the complex nature of research dissemination practices among public health faculty researchers,journal of the medical library association,"08 information and computing sciences, 0807 library and information studies"
96,10.5195/jmla.2019.556,Needs assessment for improving library support for dentistry researchers,Journal of the Medical Library Association,2019,107,3,Article,"He, Helen Yueping; Gerbig, Madeline; Kirby, Sabrina",https://app.dimensions.ai/details/publication/pub.1117649277,08 Information and Computing Sciences; 0807 Library and Information Studies,"helen yueping he, madeline gerbig, sabrina kirby",needs assessment for improving library support for dentistry researchers,journal of the medical library association,"08 information and computing sciences, 0807 library and information studies"
